iter	MultiClass
134	0.2697833453
135	0.2676430555
136	0.2656413733
137	0.2634733375
138	0.2613322639
139	0.2591073989
140	0.2570627842
141	0.2551201607
142	0.2530053666
143	0.2508373694
144	0.2489473979
145	0.2467772511
146	0.2446383719
147	0.2428828454
148	0.2408490772
149	0.2388362435
150	0.236886144
151	0.2350745241
152	0.233198883
153	0.2313065837
154	0.2293419684
155	0.2274841669
156	0.2257037788
157	0.223847382
158	0.2219884829
159	0.2202422182
160	0.2184334337
161	0.2166577774
162	0.2149744666
163	0.213288907
164	0.211536786
165	0.2096662577
166	0.2080558043
167	0.2063816023
168	0.2045808304
169	0.2027987189
170	0.201221915
171	0.1996127663
172	0.1981401789
173	0.1964797661
174	0.1950181886
175	0.1936297013
176	0.1922263812
177	0.1907587558
178	0.1893089309
179	0.1879582329
180	0.1865211855
181	0.1851016928
182	0.1836623751
183	0.1822420948
184	0.180752537
185	0.1792540951
186	0.1780116663
187	0.1767656216
188	0.1754283614
189	0.1740121969
190	0.172572899
191	0.1713123054
192	0.1699356242
193	0.1685446022
194	0.1671689164
195	0.1659283856
196	0.1645878926
197	0.163284447
198	0.162111337
199	0.1608650644
200	0.1596668429
201	0.1585119451
202	0.1573166532
203	0.1562087198
204	0.1550134973
205	0.1538833906
206	0.152754011
207	0.1517250642
208	0.1505470871
209	0.1494590041
210	0.1483828714
211	0.1472692882
212	0.1461717201
213	0.1451502842
214	0.1441742455
215	0.1432345995
216	0.1421431971
217	0.1411906733
218	0.140292752
219	0.139279634
220	0.1384842801
221	0.1374385194
222	0.1363974033
223	0.1353935801
224	0.1344419603
225	0.1335152669
226	0.1324368193
227	0.1314932351
228	0.1305621918
229	0.129633373
230	0.1286821154
231	0.1278657892
232	0.1269869645
233	0.1260342576
234	0.1251345223
235	0.1242586491
236	0.1234010603
237	0.1225805963
238	0.1217106788
239	0.1207650315
240	0.1199851546
241	0.1191422314
242	0.1182855307
243	0.1175226293
244	0.1167900513
245	0.1160264511
246	0.1152412421
247	0.1144900392
248	0.1137085158
249	0.1129509936
250	0.1122959964
251	0.1116011128
252	0.110883784
253	0.1100523071
254	0.1092984496
255	0.1084608635
256	0.1077583535
257	0.1070390293
258	0.1063702592
259	0.1057134511
260	0.1049404981
261	0.1043104224
262	0.1036113986
263	0.1028545812
264	0.1021618047
265	0.101396467
266	0.1008397565
267	0.1001689682
268	0.09948263305
269	0.098779175
270	0.098096689
271	0.09749666244
272	0.09691274247
273	0.09631218543
274	0.09571558376
275	0.09512105772
276	0.09450814853
277	0.09386833735
278	0.09326610438
279	0.09281966757
280	0.09226865729
281	0.09167606156
282	0.09116345346
283	0.0905157177
284	0.08998839818
285	0.08946073606
286	0.08888488507
287	0.08832675772
288	0.0878127877
289	0.08722944307
290	0.08667019571
291	0.08615071509
292	0.08567562094
293	0.08513846982
294	0.08461685633
295	0.08421210079
296	0.08367136501
297	0.08318470025
298	0.08263907752
299	0.08209569431
300	0.08161184835
301	0.08115630661
302	0.08073347061
303	0.08029354363
304	0.07981883945
305	0.07933588833
306	0.07881553714
307	0.07824054192
308	0.0778529197
309	0.07736080853
310	0.07691903133
311	0.07643408513
312	0.07602372764
313	0.07556965406
314	0.0750910722
315	0.07459374167
316	0.07423311785
317	0.07382490179
318	0.07341174696
319	0.07296381721
320	0.07262007307
321	0.07218939395
322	0.07182514014
323	0.07143437267
324	0.07102441191
325	0.07056152492
326	0.07014470921
327	0.06973613743
328	0.06940106617
329	0.06896952988
330	0.06857672307
331	0.06821862595
332	0.0678322408
333	0.06747860254
334	0.06717052395
335	0.06677590216
336	0.0663338747
337	0.06600155348
338	0.06564906849
339	0.06530471788
340	0.06492286522
341	0.06457317537
342	0.06419104155
343	0.06388897015
344	0.06353121274
345	0.06318427258
346	0.06283612601
347	0.06255039753
348	0.06217791825
349	0.06181460135
350	0.06150169421
351	0.06118741118
352	0.06082002152
353	0.06053119963
354	0.0602368915
355	0.0599129793
356	0.05957162428
357	0.0592245806
358	0.05893230196
359	0.05862280809
360	0.05829294214
361	0.05798830587
362	0.05763076245
363	0.05732611049
364	0.05697485236
365	0.05665277785
366	0.05639121441
367	0.05605230899
368	0.05575849806
369	0.0554796294
370	0.05520488581
371	0.05489968578
372	0.0545963756
373	0.05431718525
374	0.05400409354
375	0.05373697956
376	0.05344421769
377	0.05326138725
378	0.05299275551
379	0.05271672387
380	0.05248163819
381	0.05221652106
382	0.05197311037
383	0.05169931007
384	0.05145549799
385	0.05122806714
386	0.0509662744
387	0.05072818738
388	0.05048643569
389	0.05022640447
390	0.05001503945
391	0.04976764694
392	0.04951883234
393	0.04925282009
394	0.04901257309
395	0.04879361802
396	0.04853494691
397	0.04831552932
398	0.04806474472
399	0.04784429584
400	0.04758709326
401	0.04739031517
402	0.04714699667
403	0.04689887908
404	0.04669265418
405	0.04644938625
406	0.04623595971
407	0.04599580342
408	0.04576597323
409	0.04553800267
410	0.04534522754
411	0.04514795761
412	0.04496755944
413	0.04477055637
414	0.04452763698
415	0.04432662972
416	0.04412845758
417	0.04390845283
418	0.04371897256
419	0.04350568456
420	0.04329706314
421	0.04310700346
422	0.0428933064
423	0.0426879372
424	0.04251938344
425	0.04230215565
426	0.04211662653
427	0.04193227448
428	0.04177012786
429	0.04155574959
430	0.04136554963
431	0.04120290818
432	0.04103383374
433	0.04085519391
434	0.04065958939
435	0.04049936353
436	0.04029857039
437	0.04010833171
438	0.03994214344
439	0.03975860862
440	0.0395662428
441	0.03935285431
442	0.03916127491
443	0.03897996176
444	0.03880839446
445	0.03861478154
446	0.0384523385
447	0.03825293237
448	0.03810712037
449	0.03792470045
450	0.03776001837
451	0.03762528113
452	0.0374629614
453	0.03734543304
454	0.03718374053
455	0.03702631329
456	0.03688759125
457	0.03672373787
458	0.03655597525
459	0.03641193331
460	0.0362742514
461	0.03613268426
462	0.0359647693
463	0.03579954611
464	0.03565940055
465	0.03548536336
466	0.03533329594
467	0.03519627564
468	0.03507012087
469	0.03492427999
470	0.03481585285
471	0.03466331015
472	0.0345454303
473	0.03438166134
474	0.03422931244
475	0.03409143339
476	0.03395146992
477	0.03383371206
478	0.03371148354
479	0.03358208122
480	0.03342993798
481	0.03327512994
482	0.03315322899
483	0.03300329202
484	0.0328708755
485	0.03275449835
486	0.03259885918
487	0.03247818163
488	0.03235982179
489	0.03224934003
490	0.03214137838
491	0.03199707211
492	0.03189311323
493	0.03175315234
494	0.03160883045
495	0.03149438246
496	0.03133637819
497	0.03121301263
498	0.03110576868
499	0.03096829437
500	0.03085211721
501	0.03073623126
502	0.03062682684
503	0.03048302731
504	0.0303657125
505	0.03024235527
506	0.03011914028
507	0.02998030511
508	0.02987569046
509	0.02974160643
510	0.02960558575
511	0.02948744994
512	0.0293774919
513	0.02925709504
514	0.02914146188
515	0.0290385388
516	0.02894032691
517	0.02881951708
518	0.02871008877
519	0.02860789012
520	0.02849237156
521	0.02837832979
522	0.02828693557
523	0.02817168636
524	0.02807674204
525	0.02796074591
526	0.02786790996
527	0.02776781444
528	0.02768415701
529	0.02757419215
530	0.0274948329
531	0.02738543595
532	0.02729044702
533	0.02719347604
534	0.02710697868
535	0.0270295923
536	0.02693581944
537	0.02684658535
538	0.02674044704
539	0.02665721257
540	0.02655352205
541	0.02646522821
542	0.0263655786
543	0.02628533687
544	0.02619314613
545	0.02608174595
546	0.02597562979
547	0.02588727512
548	0.02579010528
549	0.02568711289
550	0.02559006998
551	0.02551151326
552	0.02541809901
553	0.02532639155
554	0.02521885281
555	0.02514909172
556	0.02507522815
557	0.02499656989
558	0.0249151502
559	0.02481250188
560	0.02471327206
561	0.0246399771
562	0.02456207583
563	0.02448159037
564	0.02439404292
565	0.02431713296
566	0.02423984841
567	0.02416699904
568	0.02409140197
569	0.02398871342
570	0.02391741835
571	0.02384110505
572	0.0237635116
573	0.02367992043
574	0.0236027688
575	0.02350631148
576	0.02344096023
577	0.02336464633
578	0.02330258291
579	0.02322015466
580	0.02314548616
581	0.02307127191
582	0.02300110585
583	0.02293545402
584	0.0228645171
585	0.02278228971
586	0.02269636691
587	0.02262020399
588	0.02255645973
589	0.02247955219
590	0.02239967061
591	0.02231203015
592	0.02222592743
593	0.02215132824
594	0.02206579474
595	0.02199621378
596	0.02191749704
597	0.02185289093
598	0.02177386398
599	0.02168857137
600	0.02160773943
601	0.02154113757
602	0.02146700979
603	0.02138686881
604	0.02132821261
605	0.02125671389
606	0.02120632119
607	0.02114209172
608	0.02106690434
609	0.021004278
610	0.02094088186
611	0.02086806817
612	0.02079875223
613	0.02073424786
614	0.02066308784
615	0.02060165344
616	0.02053898581
617	0.02046950979
618	0.02041674056
619	0.02035409975
620	0.02028156161
621	0.02021976212
622	0.02016100472
623	0.02008453342
624	0.02002218096
625	0.01996523178
626	0.01989070369
627	0.01981715345
628	0.01974805559
629	0.01968592937
630	0.01963155298
631	0.01956888442
632	0.0195015265
633	0.01943211521
634	0.01938392741
635	0.01932017686
636	0.01926523219
637	0.0192048817
638	0.01914541222
639	0.01908337703
640	0.01902682143
641	0.01896155174
642	0.01891850544
643	0.01886822917
644	0.01880440212
645	0.01875899218
646	0.01870990282
647	0.01865322402
648	0.01859106063
649	0.01854610998
650	0.01849106284
651	0.01844468443
652	0.01838975925
653	0.01833799409
654	0.01828112735
655	0.01823515797
656	0.01818516097
657	0.01813136754
658	0.01807745736
659	0.01802874019
660	0.01797776449
661	0.01793082484
662	0.01788733054
663	0.01782621375
664	0.01778240673
665	0.01773682589
666	0.01768709676
667	0.01764836474
668	0.01759319177
669	0.01754630288
670	0.01749088935
671	0.01744579513
672	0.01740261675
673	0.01735633434
674	0.01729557148
675	0.01725260313
676	0.01720306836
677	0.0171450093
678	0.01708634147
679	0.01703997481
680	0.01700478257
681	0.01695674044
682	0.01690643626
683	0.01686321867
684	0.01680869063
685	0.01676747847
686	0.01671257755
687	0.01667305129
688	0.01662293116
689	0.01656886873
690	0.01652017958
691	0.01646986842
692	0.01642723149
693	0.01637754305
694	0.01633467169
695	0.01628261256
696	0.01624626838
697	0.01620086294
698	0.01615243432
699	0.01610251328
700	0.01605070621
701	0.01600222096
702	0.01595825991
703	0.01591500305
704	0.015864635
705	0.01581797466
706	0.01577755513
707	0.01573521569
708	0.01568575169
709	0.01563819071
710	0.01559458514
711	0.01555140933
712	0.01551041241
713	0.01546524008
714	0.01543244849
715	0.01539843616
716	0.01535316687
717	0.01531141212
718	0.01527556174
719	0.01522856258
720	0.01519055098
721	0.01514435779
722	0.01509963331
723	0.01505964361
724	0.01502322947
725	0.01498985348
726	0.01495780138
727	0.01491921459
728	0.0148841689
729	0.01485042374
730	0.01481126473
731	0.01477154982
732	0.01473310568
733	0.01469073771
734	0.01465962434
735	0.01462996158
736	0.01459419576
737	0.01455575387
738	0.01451351066
739	0.01446964832
740	0.01442882782
741	0.01438623695
742	0.0143495249
743	0.01431478885
744	0.0142804566
745	0.01424379884
746	0.01421179247
747	0.01417159463
748	0.01413806486
749	0.01409771611
750	0.01406072295
751	0.01403044641
752	0.01400051766
753	0.01396756669
754	0.0139302296
755	0.01389440326
756	0.01385657308
757	0.01382755783
758	0.01379372362
759	0.01375440328
760	0.01372503478
761	0.01369798732
762	0.01366210701
763	0.01363296051
764	0.01359706886
765	0.01355564784
766	0.01352044576
767	0.0134920561
768	0.01345420098
769	0.0134225026
770	0.0133907873
771	0.0133631204
772	0.01332494075
773	0.01329685529
774	0.01326914802
775	0.01324515972
776	0.01321228115
777	0.01318869411
778	0.01315368368
779	0.01312324965
780	0.01308864981
781	0.01305524683
782	0.01302618007
783	0.01299751418
784	0.0129671205
785	0.01293761509
786	0.01290034194
787	0.01286872522
788	0.01283266939
789	0.01279951265
790	0.01276540207
791	0.01273659567
792	0.01270523736
793	0.012677217
794	0.01264247141
795	0.01261432761
796	0.01258440694
797	0.01255348149
798	0.01252610935
799	0.01249665894
800	0.01246837036
801	0.01244432759
802	0.01241257434
803	0.01238403912
804	0.01235680546
805	0.01232365633
806	0.0122978893
807	0.01227217379
808	0.01224563724
809	0.01221418314
810	0.0121827287
811	0.01215576968
812	0.01212460502
813	0.01209375725
814	0.01206882263
815	0.01204497123
816	0.01201447326
817	0.01198412544
818	0.01196056277
819	0.01192899504
820	0.01189905272
821	0.01187610273
822	0.01184940016
823	0.01181983065
824	0.01179244679
825	0.01176169249
826	0.0117403777
827	0.01171507409
828	0.0116860054
829	0.01166379032
830	0.01163362213
831	0.01161087357
832	0.01158901923
833	0.01156831712
834	0.01154204959
835	0.01151572853
836	0.01149144224
837	0.01146208738
838	0.01143428153
839	0.01140787177
840	0.01138437725
841	0.01136158677
842	0.01134123261
843	0.01132019512
844	0.01129769696
845	0.01127190481
846	0.01124914582
847	0.01122337558
848	0.01120242262
849	0.01117751955
850	0.01115178992
851	0.01113118672
852	0.01111178524
853	0.01108964026
854	0.01106809872
855	0.01104909987
856	0.01102715514
857	0.01100241441
858	0.01098341566
859	0.01096217021
860	0.01093634542
861	0.01091077169
862	0.01088660257
863	0.0108689579
864	0.01084368209
865	0.01082006142
866	0.0107950548
867	0.01077068158
868	0.01075272452
869	0.0107279556
870	0.01070827175
871	0.01068793167
872	0.0106696019
873	0.01064500681
874	0.01062070626
875	0.01060303885
876	0.0105842857
877	0.01056363131
878	0.01053840592
879	0.01051852243
880	0.01049518339
881	0.01047374944
882	0.01045017952
883	0.01042709468
884	0.01040505616
885	0.01038925087
886	0.01037177262
887	0.01035341164
888	0.01033662794
889	0.01032104646
890	0.01030086042
891	0.01028428059
892	0.01026345727
893	0.01024711486
894	0.01022813737
895	0.0102116823
896	0.01018792598
897	0.01017080928
898	0.01015405041
899	0.01013682029
900	0.01011850694
901	0.01010310013
902	0.01008304839
903	0.01006495562
904	0.01004463605
905	0.01002275663
906	0.01000264575
907	0.009984188582
908	0.00996291925
909	0.009944069403
910	0.009926261582
911	0.009904895232
912	0.009883595133
913	0.009866769991
914	0.009846110376
915	0.009831987232
916	0.009810994186
917	0.009795506145
918	0.009775069583
919	0.009756751512
920	0.009742724124
921	0.009722088082
922	0.009705559494
923	0.009688526892
924	0.00966796164
925	0.009646737379
926	0.009625362785
927	0.009611076001
928	0.009594350372
929	0.009573187959
930	0.0095574497
931	0.009542304414
932	0.009522456724
933	0.009507133505
934	0.009487425988
935	0.00946966737
936	0.009456924349
937	0.009443672182
938	0.009424211769
939	0.009409864631
940	0.009390533852
941	0.009374309495
942	0.009359935582
943	0.009339947307
944	0.009326431253
945	0.00931529655
946	0.009299500928
947	0.009281877032
948	0.009265049689
949	0.009248588623
950	0.009229036913
951	0.00921039564
952	0.00919380898
953	0.009175304487
954	0.009161361788
955	0.009141416769
956	0.00912611205
957	0.009111427463
958	0.009096227843
959	0.009080029631
960	0.009061926252
961	0.009046420109
962	0.009032485098
963	0.009018091098
964	0.009000216546
965	0.008984846786
966	0.008966082906
967	0.008949226432
968	0.008933488457
969	0.008915937672
970	0.008897676294
971	0.008882983272
972	0.008870027257
973	0.008856585619
974	0.008842868676
975	0.008831152306
976	0.008817513841
977	0.008805866298
978	0.008793058102
979	0.008779088818
980	0.008765927475
981	0.008752365195
982	0.00873708576
983	0.008723122856
984	0.008706326784
985	0.008689598212
986	0.008675725029
987	0.008659110699
988	0.008645330374
989	0.008633018728
990	0.008618943616
991	0.008606272411
992	0.008593565616
993	0.008579508671
994	0.008565775441
995	0.008550925922
996	0.008535921587
997	0.008523032966
998	0.008510324519
999	0.008494294188
